name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Spacious and Convenient in NW DC,4824094,Nick,1/23/13,2013,3,1,1,1,0,1,1,Washington,DC,20011,14,0,8,1,8,4,4,5,Real Bed,500,5,3200,0,0,0,1,$0.00 ,2,1125,364,10/3/15,3,12/1/14,6/29/15,100,10,10,1,1,0,0,1,0.29
Beautiful Master Bedroom,3343073,David,8/22/12,2012,4,0,1,1,1,1,1,"Washington, D.C.",DC,20011,15,0,8,2,2,1.5,1,1,Futon,50,1,300,0,0,10,1,$10.00 ,1,1125,0,10/3/15,36,12/9/13,9/29/15,95,10,9,1,2,0,0,1,1.63
Old World Home,2431022,Oscar,5/21/12,2012,4,1,5,5,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,59,2,0,0,0,0,2,$0.00 ,1,1125,359,10/3/15,25,4/28/14,9/18/15,90,9,9,1,3,0,0,5,1.43
"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,4/17/10,2010,4,0,1,1,0,1,78,Washington,DC,20011,14,0,2,1,4,1,1,2,Real Bed,110,2,650,1900,125,39,2,$25.00 ,2,90,328,10/2/15,89,3/13/12,9/16/15,96,10,10,1,3,1,1,1,2.05
Small Cozy room next to a Metro,315148,John,12/10/10,2010,3,1,19,19,0,1,78,Washington,DC,20010,14,0,8,2,1,4,1,1,Real Bed,30,1,210,685,0,15,0,$0.00 ,4,365,348,10/3/15,4,11/20/14,6/24/15,80,8,8,1,3,0,0,11,0.38
Big Blue in Petworth,7527533,David,7/16/13,2013,3,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,95,2,550,1400,0,20,2,$40.00 ,1,1125,212,10/3/15,5,3/24/15,6/26/15,100,10,10,1,2,0,0,1,0.77
"Spacious, private 1BR suite",8261484,Courtney,8/19/13,2013,4,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,4,1,1,1,Real Bed,91,2,650,0,150,25,2,$35.00 ,1,1125,351,10/3/15,39,4/8/14,9/28/15,94,10,10,1,1,0,0,1,2.15
"Modern Luxury, Jacuzzi & Fireplace",100727,Capital Vacation,3/29/10,2010,4,1,2,2,1,1,78,Washington,DC,20011,14,1,8,1,12,3.5,4,6,Real Bed,283,4,0,0,250,155,12,$25.00 ,4,90,327,10/2/15,26,9/12/11,9/21/15,81,8,8,1,3,1,1,2,0.53
Petworth Garden Apartment,36946010,Dan And Ellie,6/28/15,2015,4,1,1,1,1,1,78,Washington,DC,20011,14,0,11,1,4,1,1,2,Real Bed,125,2,0,0,0,35,2,$40.00 ,2,1125,332,10/2/15,1,9/21/15,9/21/15,100,10,10,1,1,0,0,1,1
Modern Charm Washington DC Rental,100727,Capital Vacation,3/29/10,2010,4,1,2,2,1,1,78,Washington,DC,20011,14,0,8,1,14,3.5,4,7,Real Bed,283,4,0,0,500,155,12,$25.00 ,4,90,326,10/2/15,19,3/3/11,9/1/15,84,9,8,1,3,1,1,2,0.34
English Basement Apartment,2161408,Alpa,4/17/12,2012,4,1,1,1,0,1,1,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,96,2,571,2016,250,40,2,$10.00 ,2,1125,323,10/2/15,2,9/18/15,9/22/15,100,10,10,1,2,0,0,1,2
Pvt Suite w Prk near Petworth Metro,30052060,Zach And Becca,3/26/15,2015,4,1,1,1,0,1,1,Washington,DC,20011,14,0,8,1,2,1,1,1,Real Bed,84,2,550,1775,0,30,1,$0.00 ,2,1125,341,10/2/15,14,4/25/15,9/23/15,89,9,8,1,2,0,0,1,2.59
Bright 1-br apt near Petworth metro,5571655,Aimee,3/22/13,2013,4,1,3,3,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,90,2,520,2000,0,30,1,$0.00 ,3,1125,63,10/2/15,3,7/29/15,9/16/15,100,10,10,1,1,0,0,3,1.34
Secure Deluxe Room,11190236,Ruben,1/10/14,2014,4,0,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,73,2,420,1500,0,0,1,$0.00 ,2,1125,327,10/2/15,100,3/24/14,9/29/15,97,10,10,1,2,0,0,2,5.37
Sunny lg room in historic row house,22756175,Miriam,10/20/14,2014,4,1,2,2,0,1,1,Washington,DC,20011,14,0,8,2,1,2,1,1,Real Bed,60,2,286,1008,0,0,1,$15.00 ,1,1125,335,10/2/15,4,10/25/14,9/20/15,100,10,10,1,1,0,0,2,0.35
"Room in beautiful, friendly house",9692598,Natasha,10/29/13,2013,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,62,2,0,1900,100,25,1,$10.00 ,3,200,363,10/2/15,6,5/17/14,10/2/15,90,9,8,1,2,0,0,2,0.36
Entire House in Columbia Heights,20916687,Derric,9/4/14,2014,3,1,2,2,0,1,1,Washington,DC,20011,14,0,8,1,10,2.5,3,5,Real Bed,240,3,1575,6000,150,120,6,$10.00 ,2,1125,329,10/2/15,3,8/7/15,8/23/15,93,10,9,1,2,0,0,2,1.55
Upscale home furnished w/parking,32153086,Elissa,4/28/15,2015,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,8,2.5,3,4,Real Bed,223,3,1750,6000,400,100,7,$25.00 ,2,1125,357,10/2/15,7,5/20/15,9/27/15,94,10,9,1,3,0,0,1,1.53
Best rooftop view in the District!,8083795,Elizabeth,8/11/13,2013,3,1,1,1,1,1,78,Washington,DC,20011,14,0,1,1,3,1.5,1,1,Real Bed,150,2,1050,2990,150,50,2,$25.00 ,1,1125,360,10/2/15,3,5/23/15,7/19/15,100,10,10,1,2,0,0,1,0.67
Washington DC Rowhouse-near transit,3238684,Jeff,8/12/12,2012,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,60,2,0,0,0,10,1,$0.00 ,1,6,150,10/2/15,27,1/9/15,9/26/15,99,10,10,1,1,0,0,2,3.02
Private Room/Bath Close to DC Metro,9240073,Chris And Jean,10/5/13,2013,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,97,2,609,0,0,0,2,$25.00 ,1,1125,258,10/2/15,101,10/19/13,9/30/15,100,10,10,1,1,1,1,2,4.24
Perfect historic home tons of space,6524290,Patricia,5/22/13,2013,3,1,2,2,0,1,1,Washington,DC,20011,14,0,8,1,10,2,5,7,Real Bed,250,3,1200,6000,1000,50,6,$50.00 ,2,1125,120,10/2/15,4,3/22/15,7/17/15,100,10,10,1,1,1,1,1,0.61
Sunshine-filled apt in NW DC!,43636710,Katheryne,9/7/15,2015,0,1,1,1,0,1,78,Washington,DC,20011,14,0,1,2,6,1,1,3,Real Bed,90,2,0,0,0,0,1,$0.00 ,1,1125,358,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Private room with private bath!,6472382,Eric And Linda,5/19/13,2013,3,1,1,1,0,1,12,Washington,DC,20011,14,0,8,2,2,1,1,1,Pull-out Sofa,60,2,0,0,0,25,1,$10.00 ,1,7,346,10/2/15,8,7/16/14,8/8/15,90,10,9,1,1,0,0,1,0.54
Quincy House Room Two (Unique Loft),1014683,Ross,8/24/11,2011,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,68,2,450,0,0,0,1,$0.00 ,2,45,332,10/2/15,116,8/30/11,9/16/15,97,10,10,1,2,1,1,2,2.33
Quincy House Room 1 (Guest Retreat),1014683,Ross,8/24/11,2011,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,68,2,450,0,0,0,1,$0.00 ,2,21,337,10/2/15,102,9/10/11,9/27/15,97,10,10,1,2,1,1,2,2.06
Comfortable private Apt. Metro.,6411133,Gladys,5/15/13,2013,0,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,4,1,1,2,Real Bed,90,2,580,2200,0,85,2,$10.00 ,7,1125,274,10/2/15,0,0,0,0,0,0,1,3,0,0,1,0
"Cozy, Unique, Complete - Microhaus!",10470178,Tanya And Sam,12/6/13,2013,3,1,1,1,0,1,1,Washington,DC,20011,14,1,9,1,2,1,0,1,Real Bed,128,2,896,3500,0,0,2,$0.00 ,4,1125,336,10/2/15,51,1/6/14,8/21/15,95,10,9,1,3,0,0,1,2.41
The Tuscany room,22366497,Marco,10/10/14,2014,3,1,1,1,0,1,1,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,79,2,0,1150,0,30,1,$15.00 ,7,1125,277,10/2/15,1,8/29/15,8/29/15,100,10,10,1,1,0,0,1,0.83
Cozy room in historic row house,22756175,Miriam,10/20/14,2014,4,1,2,2,0,1,1,Washington,DC,20011,14,0,8,2,1,1,1,1,Real Bed,72,2,400,0,0,0,1,$15.00 ,1,1125,357,10/2/15,43,11/12/14,9/27/15,93,10,9,1,1,0,0,2,3.96
Park-view Studio w/ Balcony,2409993,Bradley,5/18/12,2012,1,1,2,2,0,1,67,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,55,2,0,0,0,35,1,$0.00 ,1,1125,0,10/2/15,17,1/4/14,1/29/15,96,10,10,1,1,0,0,2,0.8
[1538-B] Huge English Basement 1BR,25188,Seamless,7/10/09,2009,0,1,480,480,0,1,1,Washington,DC,20011,14,0,1,1,3,1,1,1,Real Bed,165,3,0,3050,0,150,1,$0.00 ,7,365,365,10/2/15,0,0,0,0,0,0,1,4,0,1,5,0
A lovely sunny room in Petworth!,28102173,Jason,2/21/15,2015,2,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,1,1,1,1,Airbed,100,2,0,0,0,0,1,$0.00 ,4,5,0,10/2/15,1,4/25/15,4/25/15,100,10,10,1,1,0,0,1,0.19
Large Room with King Sized Bed,29390529,Jorge,3/15/15,2015,0,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,2,2,1,1,Real Bed,65,2,0,0,0,0,1,$0.00 ,1,1125,321,10/2/15,0,0,0,0,0,0,1,1,0,0,4,0
Private Bd/Bth Near Metro (NW DC),2371170,Lilian,5/14/12,2012,3,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,80,2,0,1850,100,50,1,$30.00 ,3,1125,335,10/2/15,12,3/24/14,6/3/15,97,10,10,1,1,0,0,1,0.64
The Petworth Pad,17702074,Philip,7/6/14,2014,4,1,1,1,1,1,78,Washington,DC,20011,14,0,1,1,4,1,2,2,Real Bed,128,2,549,1879,0,0,4,$100.00 ,1,1125,249,10/2/15,47,12/14/14,9/23/15,91,9,9,1,3,0,0,1,4.8
Beautiful Rowhouse Room close2Metro,3984459,Ashley & Hans,10/26/12,2012,2,1,1,1,0,1,1,Washington,DC,20010,14,0,8,2,2,1.5,1,1,Real Bed,75,2,500,0,100,10,1,$15.00 ,1,1125,335,10/2/15,1,3/9/15,3/9/15,100,10,10,1,1,0,0,1,0.14
"Lovely Columbia Heights, NW DC Apt",12708347,Matthew,3/1/14,2014,4,1,1,1,0,1,1,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,75,2,490,1900,0,25,1,$10.00 ,2,40,348,10/3/15,2,8/16/15,9/14/15,90,10,10,1,1,0,0,1,1.22
Spacious 4-BR house close to metro,789250,John,7/7/11,2011,0,1,6,6,0,1,78,Washington,DC,20011,14,0,8,1,8,2.5,4,4,Real Bed,240,3,0,0,0,0,1,$0.00 ,1,1125,20,10/3/15,0,0,0,0,0,0,1,1,1,1,6,0
Private room in Washington,4977214,Lisa,2/5/13,2013,4,1,1,1,0,1,1,Washington,DC,20011,14,0,8,2,1,1,1,1,Real Bed,60,2,375,1350,0,0,1,$25.00 ,1,1125,83,10/3/15,60,9/7/14,9/30/15,87,9,9,1,3,0,0,1,4.59
Row House in historic Mt. Pleasant,3138065,Steve,8/2/12,2012,0,1,2,2,0,1,67,Washington,DC,20010,14,0,8,1,5,2,2,3,Real Bed,100,2,600,2200,250,100,4,$25.00 ,20,70,91,10/3/15,0,0,0,0,0,0,1,3,0,0,2,0
Cozy Large Room/Suite With Bath!,5782,Val,12/30/08,2008,4,0,6,6,0,1,1,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,140,2,0,2000,100,40,2,$0.00 ,2,1125,365,10/3/15,20,5/16/10,9/5/15,99,10,10,1,3,0,1,5,0.31
Private Room & Bathroom in Petworth,22455911,Liana,10/12/14,2014,0,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,65,2,375,1200,0,10,1,$0.00 ,1,1125,306,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Petworth English Basement Suite,10000029,Morgan,11/13/13,2013,4,0,1,1,0,1,78,Washington,DC,20011,14,0,8,1,4,1,1,3,Real Bed,70,2,450,0,0,30,4,$15.00 ,2,35,35,10/3/15,62,3/11/14,9/27/15,94,10,10,1,2,0,0,1,3.25
Entire 3bd historic DC row house,3130297,Diana & Felix,8/1/12,2012,3,1,2,2,0,1,1,"Washington, D.C.",DC,20011,15,0,8,1,5,2.5,2,2,Real Bed,165,3,0,0,0,15,1,$0.00 ,4,1125,287,10/3/15,2,4/3/15,8/10/15,90,9,9,1,1,0,0,2,0.33
Columbia Heights Cool - 2br Flat,2629218,Lexie And Graham,6/13/12,2012,4,1,2,2,0,1,26,Washington,DC,20010,14,0,1,1,6,1,2,2,Real Bed,119,2,0,0,200,35,4,$25.00 ,1,14,86,10/3/15,1,9/29/15,9/29/15,100,10,10,1,2,0,0,2,1
Conveniently located shared room,31255920,Jake,4/15/15,2015,4,1,1,1,0,1,1,Washington,DC,20011,14,0,1,3,2,1,1,1,Couch,34,1,0,0,0,0,1,$10.00 ,1,3,335,10/2/15,1,9/30/15,9/30/15,100,10,10,1,2,0,0,1,1
Home Theater Steam Shower Park Free,672624,Debbie,6/6/11,2011,4,0,1,1,0,1,28,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,100,2,0,0,0,0,1,$0.00 ,1,1125,334,10/2/15,44,2/16/15,9/29/15,98,10,10,1,2,0,0,1,5.74
Cozy room in Beautiful Home,30419471,Grace,4/1/15,2015,3,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,50,1,298,1050,0,10,1,$0.00 ,1,1125,124,10/2/15,2,7/13/15,7/24/15,100,10,10,1,1,0,0,1,0.72
Spacious two bedroom garden flat,32417175,David,5/2/15,2015,3,1,1,1,1,1,28,Washington,DC,20011,14,0,1,1,4,1,2,2,Real Bed,155,3,900,3400,150,0,1,$0.00 ,3,1125,133,10/2/15,7,5/20/15,8/23/15,97,10,10,1,3,0,0,1,1.53
Luraloft / Entire Apt,705346,Sakhi,6/15/11,2011,4,0,2,2,0,1,78,Washington,DC,20011,14,0,1,1,2,1,0,1,Real Bed,85,2,505,1550,200,45,2,$15.00 ,4,31,338,10/2/15,69,6/23/11,9/21/15,98,10,10,1,3,1,1,2,1.32
NW DC Single Family Rowhouse-Luxury,3626877,Rodney,9/20/12,2012,3,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,3.5,1,1,Real Bed,125,2,750,1650,0,0,1,$200.00 ,1,1125,365,10/2/15,4,6/25/14,8/1/15,100,10,10,1,1,0,0,1,0.26
room to stay in luxury apt building,27379691,Sharifa,2/7/15,2015,0,1,1,1,1,1,1,Washington,DC,20011,14,0,1,2,1,1,1,1,Real Bed,125,2,0,0,0,0,1,$0.00 ,1,3,365,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Private  Retreat. Apartment in DC,738459,Natasha,6/24/11,2011,4,1,4,4,0,1,28,Washington,DC,20011,14,0,8,1,4,1.5,1,1,Real Bed,109,2,0,2090,0,25,2,$25.00 ,1,1825,280,10/2/15,96,9/25/11,9/16/15,94,9,10,0,2,0,0,1,1.96
2Br/1.5 Ba apt ideal for Pope visit,22964196,Fouad,10/25/14,2014,2,1,1,1,1,1,78,Washington,DC,20011,14,0,1,1,2,1.5,2,2,Real Bed,250,3,0,0,0,0,1,$0.00 ,1,1125,365,10/2/15,1,5/20/15,5/20/15,80,8,8,1,1,0,0,1,0.22
2 Room Private Bath Near DC Metro,9240073,Chris And Jean,10/5/13,2013,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,4,1.5,1,2,Real Bed,139,2,875,0,0,0,4,$25.00 ,1,1125,258,10/2/15,58,1/2/14,9/14/15,100,10,10,1,1,1,1,2,2.72
Newly renovated english basement,36956784,Lawrence,6/28/15,2015,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,84,2,530,1950,0,0,1,$15.00 ,1,1125,363,10/2/15,4,7/5/15,9/20/15,90,9,9,1,1,0,0,1,1.32
Cozy basement room in Brownstone,458239,Sandra,3/23/11,2011,0,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,100,2,650,2400,0,0,1,$0.00 ,2,1125,365,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Spacious independent 1BR apartment,3198741,Sima,8/8/12,2012,2,1,1,1,0,1,78,Washington,DC,20011,14,0,1,2,3,1,1,3,Real Bed,90,2,600,2150,300,40,3,$15.00 ,1,1125,358,10/2/15,5,9/22/14,4/23/15,100,10,10,1,1,0,0,1,0.4
Newton Suite: Nice well located 1BR,3077051,Ben,7/27/12,2012,4,1,1,1,0,1,77,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,115,2,0,2000,0,25,1,$0.00 ,2,10,322,10/2/15,19,4/21/14,9/1/15,97,10,9,1,1,0,0,1,1.07
Sunny and spacious turret room,18611568,Sam,7/22/14,2014,3,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,50,1,300,1070,0,0,1,$25.00 ,1,1125,51,10/3/15,6,7/30/15,8/28/15,87,10,8,0,2,0,0,1,2.73
Sunny Petworth Apartment,38713270,Adam,7/16/15,2015,0,1,1,1,1,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,60,2,0,0,0,0,1,$0.00 ,1,1125,2,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
English Basement in Petworth,2909412,Shelley,7/11/12,2012,3,1,3,3,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,50,1,350,1400,200,50,1,$0.00 ,7,9,33,10/3/15,2,8/19/15,8/31/15,90,10,10,1,2,0,0,1,1.3
Sweet Basement Apt in Petworth,2513243,Steven,5/31/12,2012,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,2,1,1,1,Real Bed,89,2,600,2400,125,40,2,$35.00 ,1,1125,360,10/3/15,3,8/15/15,9/6/15,100,10,10,0,1,0,0,1,1.8
Light Bright LowerLevel MasterSuite,11154497,Stephen,1/9/14,2014,4,0,1,1,0,1,1,Washington,DC,20011,14,0,8,2,2,1,1,2,Real Bed,68,2,405,1499,0,0,2,$25.00 ,7,1125,280,10/2/15,22,6/1/14,9/15/15,99,10,10,1,3,0,0,1,1.35
Conveniently located near Metro,29390529,Jorge,3/15/15,2015,3,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,2,2,1,1,Real Bed,65,2,0,0,0,0,1,$0.00 ,1,1125,337,10/2/15,20,3/17/15,8/30/15,83,8,7,1,1,0,0,4,2.99
Spacious and Quiet City Living,37327525,Paul,7/2/15,2015,0,1,1,1,1,1,1,Washington,DC,20011,14,0,8,1,8,2,3,4,Real Bed,395,5,2600,0,0,0,1,$0.00 ,3,1125,35,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
538 Ingraham St. N.W..,44468547,Chris,9/17/15,2015,0,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,6,2,3,1,Airbed,525,6,0,0,0,0,1,$0.00 ,2,4,0,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Cozy room in Petworth,3676388,Enrique And Misha,9/25/12,2012,2,0,1,1,1,1,62,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,100,2,0,0,0,0,1,$30.00 ,2,1125,365,10/2/15,2,4/19/15,5/17/15,100,10,10,1,2,0,0,1,0.36
Spacious & Artsy DC Studio,19379151,David,8/3/14,2014,0,1,1,1,0,1,73,Washington,DC,20008,14,0,1,1,2,1,0,1,Real Bed,75,2,639,2500,200,20,1,$20.00 ,2,1125,22,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Only a few steps away from metro,4997853,Hector,2/7/13,2013,3,1,2,2,0,1,40,Washington,DC,20008,14,0,1,1,3,1,2,1,Real Bed,120,2,800,0,0,0,1,$0.00 ,2,20,195,10/3/15,4,3/12/15,7/6/15,95,10,9,1,1,0,0,1,0.58
Embassies district 1br near metro,14692970,P,4/24/14,2014,0,1,8,8,0,1,40,Washington,DC,20008,14,0,1,1,3,1,1,2,Real Bed,91,2,590,2200,190,55,2,$20.00 ,4,1125,167,10/3/15,0,0,0,0,0,0,1,2,0,0,7,0
Tranquility DC,20530337,Yonah,8/25/14,2014,4,0,1,1,1,1,24,Washington,DC,20008,14,0,1,2,2,1,1,1,Real Bed,112,2,675,2400,500,0,1,$20.00 ,1,1125,196,10/3/15,47,9/28/14,9/29/15,98,10,10,1,2,0,0,1,3.8
1 bedroom w/patio near metro/bus,37278225,Aneeb,7/1/15,2015,0,1,1,1,0,1,73,Washington,DC,20008,14,0,6,1,2,1,1,1,Real Bed,70,2,500,0,0,50,1,$0.00 ,3,1125,67,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Great View at Rock Creek Park,147259,David,6/18/10,2010,3,1,1,1,1,1,40,Washington,DC,20008,14,0,1,1,3,1,1,1,Real Bed,125,2,750,0,100,50,2,$0.00 ,2,1125,300,10/3/15,10,4/19/15,8/11/15,94,10,9,1,2,0,0,1,1.79
1 BR Apt in NW Washington,37919321,Paul,7/8/15,2015,0,1,1,1,1,1,40,Washington,DC,20008,14,0,1,2,2,1,1,1,Real Bed,100,2,0,0,0,25,1,$0.00 ,1,1125,345,10/3/15,0,0,0,0,0,0,0,1,0,0,1,0
Charming Studio in DC,2074203,Jenny,4/5/12,2012,2,1,2,2,0,1,73,"Washington, D.C.",DC,20008,15,0,1,1,2,1,0,1,Real Bed,79,2,0,0,100,50,1,$0.00 ,1,1125,307,10/3/15,3,1/16/15,4/25/15,100,9,10,1,1,1,1,1,0.34
"Lovely NW DC Living, Near Metro",19525470,Larry,8/5/14,2014,3,1,1,1,1,1,40,Washington,DC,20008,14,0,1,1,2,1,1,1,Real Bed,150,2,0,0,0,0,1,$0.00 ,1,1125,341,10/3/15,6,10/11/14,8/14/15,97,9,9,1,1,0,0,1,0.5
Stone Manor B&B - Blue Room  NW DC,8160186,"Steve, Tracy, Alan And Paul",8/14/13,2013,2,1,49,49,0,1,40,Washington,DC,20008,14,0,2,2,2,1,1,1,Real Bed,165,3,0,0,0,0,1,$0.00 ,2,14,364,10/3/15,1,5/16/15,5/16/15,80,8,10,1,3,0,0,41,0.21
Lovely condo in N Cleveland Park,22412631,Irena,10/11/14,2014,3,1,1,1,1,1,24,Washington,DC,20008,14,0,1,1,4,2,2,4,Real Bed,159,3,1000,3150,200,95,4,$25.00 ,5,1125,106,10/2/15,4,1/16/15,7/12/15,85,8,8,1,2,0,0,1,0.46
"Charming 1BR, 5 min walk to metro",26017860,Rebecca,1/12/15,2015,0,1,1,1,1,1,24,Washington,DC,20008,14,0,1,1,2,1,1,1,Real Bed,89,2,559,2089,0,0,1,$0.00 ,1,1125,30,10/2/15,0,0,0,0,0,0,1,3,0,0,1,0
Quiet Oasis in Forest Hill DC,3781807,Leonard,10/6/12,2012,3,1,2,2,0,1,40,Washington,DC,20008,14,0,1,1,2,1,1,1,Real Bed,99,2,0,2300,0,50,1,$20.00 ,1,1125,207,10/2/15,11,1/3/15,8/8/15,85,9,9,1,2,0,0,1,1.2
Convenient located Studio,29378770,Jose,3/15/15,2015,0,1,1,1,0,1,40,Washington,DC,20008,14,0,1,1,2,1,0,1,Real Bed,150,2,0,3500,0,0,1,$0.00 ,15,31,175,10/2/15,0,0,0,0,0,0,1,2,0,0,1,0
Beautiful city oasis,6804315,Lynn,6/8/13,2013,3,1,1,1,1,1,40,Washington,DC,20008,14,0,1,1,2,1,1,1,Real Bed,66,2,393,0,0,60,1,$0.00 ,1,1125,261,10/2/15,2,8/13/15,8/17/15,100,10,10,1,1,0,0,1,1.15
A beautiful & sunny Van Ness Studio,3557712,Anna,9/13/12,2012,3,1,1,1,1,1,73,Washington,DC,20008,14,0,1,1,2,1,0,1,Real Bed,100,2,0,0,0,0,1,$0.00 ,1,1125,335,10/2/15,3,7/6/15,7/31/15,93,9,9,1,1,0,0,1,1
Stone Manor B&B - Green Room  NW DC,8160186,"Steve, Tracy, Alan And Paul",8/14/13,2013,0,1,49,49,0,1,40,Washington,DC,20008,14,0,2,2,2,1,1,1,Real Bed,165,3,0,0,0,0,1,$0.00 ,2,14,364,10/2/15,0,0,0,0,0,0,1,3,0,0,41,0
Adorable Studio Apartment,13130640,Erin,3/14/14,2014,4,1,1,1,0,1,73,Washington,DC,20008,14,0,1,1,3,1,0,1,Real Bed,102,2,0,0,0,50,1,$0.00 ,3,1125,344,10/2/15,8,3/22/15,9/26/15,98,10,10,1,2,0,0,1,1.22
spacious sunny studio+pool & tennis,15222567,Massi,5/7/14,2014,0,1,1,1,0,1,73,Washington,DC,20008,14,0,1,1,3,1,0,1,Real Bed,84,2,500,1764,500,60,1,$0.00 ,1,1125,38,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Ideal green oasis for your family,18091352,Sebastian,7/14/14,2014,4,1,1,1,1,1,40,Washington,DC,20008,14,0,1,1,4,1,2,2,Real Bed,110,2,0,0,0,25,1,$0.00 ,1,1125,337,10/3/15,1,9/27/15,9/27/15,100,10,10,1,1,0,0,1,1
Secluded Refuge Nr. Rock Creek Park,34053322,Marian,5/23/15,2015,0,1,1,1,1,1,40,Washington,DC,20015,14,0,8,1,6,2.5,4,3,Real Bed,350,4,2000,6000,350,250,6,$50.00 ,4,1125,363,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
3883 Connecticut Ave apt 316,44680134,Stephen,9/20/15,2015,0,1,1,1,1,1,24,Washington,DC,20008,14,0,1,1,4,1,1,1,Real Bed,1000,6,0,0,0,0,1,$0.00 ,2,1125,0,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Spacious Studio in Van Ness,17723324,Parsa,7/6/14,2014,3,1,1,1,1,1,40,Washington,DC,20008,14,0,1,1,2,1,0,1,Airbed,85,2,0,0,0,15,1,$0.00 ,1,20,365,10/3/15,13,8/9/14,7/25/15,65,7,4,1,2,0,0,1,0.93
Comfortable & stylish 1br apt in DC,3426809,Amir,8/30/12,2012,4,1,1,1,0,1,40,Washington,DC,20008,14,0,1,1,4,1,1,1,Real Bed,110,2,750,0,0,50,2,$15.00 ,1,14,351,10/3/15,15,10/11/13,9/21/15,93,10,9,1,1,0,0,1,0.62
Great View From the Top Floor!,22054685,Aaron,10/2/14,2014,3,1,1,1,1,1,40,Washington,DC,20008,14,0,1,3,2,1,1,1,Airbed,75,2,0,0,0,15,1,$0.00 ,1,5,259,10/3/15,9,11/16/14,8/16/15,89,10,9,1,1,0,0,1,0.84
